id,full_name,team_id,team_abbreviation,age,gp,min,pts,reb,ast,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG,headline_stats
1630182,Josh Green,1610612742,DAL,23.0,57,1504.72,469,184,130,1630182,Josh,Green,Josh Green,"Green, Josh",J. Green,josh-green,2000-11-16T00:00:00,Arizona,Australia,Arizona/Australia,6-5,200,4,10,Guard,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,josh_green,2020,2024,Y,Y,Y,2020,1,18,N,"{'PLAYER_ID': 1630182, 'PLAYER_NAME': 'Josh Green', 'TimeFrame': '2024-25', 'PTS': 7.4, 'AST': 1.6, 'REB': 2.7, 'PIE': 0.044}"
1628404,Josh Hart,1610612752,NYK,29.0,81,2706.7716666666665,761,675,331,1628404,Josh,Hart,Josh Hart,"Hart, Josh",J. Hart,josh-hart,1995-03-06T00:00:00,Villanova,USA,Villanova/USA,6-4,215,7,3,Guard,Active,Y,1610612752,Knicks,NYK,knicks,New York,josh_hart,2017,2024,Y,Y,Y,2017,1,30,N,"{'PLAYER_ID': 1628404, 'PLAYER_NAME': 'Josh Hart', 'TimeFrame': '2024-25', 'PTS': 14.2, 'AST': 5.6, 'REB': 9.7, 'PIE': 0.12}"
1631169,Josh Minott,1610612750,MIN,21.0,32,91.42833333333333,50,17,8,1631169,Josh,Minott,Josh Minott,"Minott, Josh",J. Minott,josh-minott,2002-11-25T00:00:00,Memphis,USA,Memphis/USA,6-8,205,2,8,Forward,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,josh_minott,2022,2024,Y,Y,Y,2022,2,45,N,"{'PLAYER_ID': 1631169, 'PLAYER_NAME': 'Josh Minott', 'TimeFrame': '2024-25', 'PTS': 2.3, 'AST': 0.4, 'REB': 1.1, 'PIE': 0.078}"
1629006,Josh Okogie,1610612756,PHX,25.0,60,959.715,277,154,64,1629006,Josh,Okogie,Josh Okogie,"Okogie, Josh",J. Okogie,josh-okogie,1998-09-01T00:00:00,Georgia Tech,Nigeria,Georgia Tech/Nigeria,6-4,213,6,12,Guard,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,josh_okogie,2018,2024,N,Y,Y,2018,1,20,N,"{'PLAYER_ID': 1629006, 'PLAYER_NAME': 'Josh Okogie', 'TimeFrame': '2024-25', 'PTS': 6.9, 'AST': 0.8, 'REB': 3.0, 'PIE': 0.103}"
1626196,Josh Richardson,1610612748,MIA,30.0,43,1102.83,425,121,105,1626196,Josh,Richardson,Josh Richardson,"Richardson, Josh",J. Richardson,josh-richardson,1993-09-15T00:00:00,Tennessee,USA,Tennessee/USA,6-5,200,9,,Guard,Inactive,Y,0,,,,,josh_richardson,2015,2024,Y,Y,Y,2015,2,40,N,"{'PLAYER_ID': 1626196, 'PLAYER_NAME': 'Josh Richardson', 'TimeFrame': '2024-25', 'PTS': 4.0, 'AST': 1.5, 'REB': 1.5, 'PIE': 0.015}"
1630563,Joshua Primo,1610612746,LAC,21.0,2,10.266666666666667,2,1,0,1630563,Joshua,Primo,Joshua Primo,"Primo, Joshua",J. Primo,joshua-primo,2002-12-24T00:00:00,Alabama,Canada,Alabama/Canada,6-4,189,4,,Guard,Inactive,N,0,,,,,joshua_primo,2021,2023,Y,Y,Y,2021,1,12,N,"{'PLAYER_ID': 1630563, 'PLAYER_NAME': 'Joshua Primo', 'TimeFrame': 'career', 'PTS': 5.7, 'AST': 1.8, 'REB': 2.3, 'ALL_STAR_APPEARANCES': 0}"
201950,Jrue Holiday,1610612738,BOS,34.0,69,2263.278333333333,860,373,333,201950,Jrue,Holiday,Jrue Holiday,"Holiday, Jrue",J. Holiday,jrue-holiday,1990-06-12T00:00:00,UCLA,USA,UCLA/USA,6-4,205,15,4,Guard,Active,Y,1610612738,Celtics,BOS,celtics,Boston,jrue_holiday,2009,2024,N,Y,Y,2009,1,17,N,"{'PLAYER_ID': 201950, 'PLAYER_NAME': 'Jrue Holiday', 'TimeFrame': '2024-25', 'PTS': 11.0, 'AST': 3.7, 'REB': 4.3, 'PIE': 0.087}"
1629308,Juan Toscano-Anderson,1610612758,SAC,31.0,11,52.663333333333334,7,14,4,1629308,Juan,Toscano-Anderson,Juan Toscano-Anderson,"Toscano-Anderson, Juan",J. Toscano-Anderson,juan-toscano-anderson,1993-04-10T00:00:00,Marquette,USA,Marquette/USA,6-6,209,5,,Forward,Inactive,N,0,,,,,juan_toscano-anderson,2019,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 1629308, 'PLAYER_NAME': 'Juan Toscano-Anderson', 'TimeFrame': 'career', 'PTS': 4.1, 'AST': 1.8, 'REB': 3.0, 'ALL_STAR_APPEARANCES': 0}"
1631262,Jules Bernard,1610612764,WAS,24.0,19,149.275,74,26,16,1631262,Jules,Bernard,Jules Bernard,"Bernard, Jules",J. Bernard,jules-bernard,2000-01-21T00:00:00,UCLA,USA,UCLA/USA,6-6,210,2,14,Guard,Inactive,Y,1610612764,Wizards,WAS,wizards,Washington,jules_bernard,2023,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 1631262, 'PLAYER_NAME': 'Jules Bernard', 'TimeFrame': 'career', 'PTS': 3.9, 'AST': 0.8, 'REB': 1.4, 'ALL_STAR_APPEARANCES': 0}"
1630577,Julian Champagnie,1610612759,SAS,23.0,74,1467.875,504,206,103,1630577,Julian,Champagnie,Julian Champagnie,"Champagnie, Julian",J. Champagnie,julian-champagnie,2001-06-29T00:00:00,St. John's,USA,St. John's/USA,6-7,217,2,30,Forward,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,julian_champagnie,2022,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 1630577, 'PLAYER_NAME': 'Julian Champagnie', 'TimeFrame': '2024-25', 'PTS': 9.6, 'AST': 1.3, 'REB': 3.8, 'PIE': 0.077}"
1641763,Julian Phillips,1610612741,CHI,20.0,40,322.55,89,36,13,1641763,Julian,Phillips,Julian Phillips,"Phillips, Julian",J. Phillips,julian-phillips,2003-11-05T00:00:00,Tennessee,USA,Tennessee/USA,6-8,198,1,15,Forward,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,julian_phillips,2023,2024,Y,Y,Y,2023,2,35,N,"{'PLAYER_ID': 1641763, 'PLAYER_NAME': 'Julian Phillips', 'TimeFrame': '2024-25', 'PTS': 4.6, 'AST': 0.5, 'REB': 2.1, 'PIE': 0.054}"
1631124,Julian Strawther,1610612743,DEN,22.0,50,545.415,227,61,47,1631124,Julian,Strawther,Julian Strawther,"Strawther, Julian",J. Strawther,julian-strawther,2002-04-18T00:00:00,Gonzaga,USA,Gonzaga/USA,6-6,205,1,3,Guard,Active,Y,1610612743,Nuggets,DEN,nuggets,Denver,julian_strawther,2023,2024,Y,Y,Y,2023,1,29,N,"{'PLAYER_ID': 1631124, 'PLAYER_NAME': 'Julian Strawther', 'TimeFrame': '2024-25', 'PTS': 9.4, 'AST': 1.3, 'REB': 2.2, 'PIE': 0.056}"
203944,Julius Randle,1610612752,NYK,29.0,46,1630.095,1102,423,229,203944,Julius,Randle,Julius Randle,"Randle, Julius",J. Randle,julius-randle,1994-11-29T00:00:00,Kentucky,USA,Kentucky/USA,6-9,250,10,30,Forward-Center,Active,Y,1610612750,Timberwolves,MIN,timberwolves,Minnesota,julius_randle,2014,2024,N,Y,Y,2014,1,7,N,"{'PLAYER_ID': 203944, 'PLAYER_NAME': 'Julius Randle', 'TimeFrame': '2024-25', 'PTS': 18.8, 'AST': 4.7, 'REB': 7.1, 'PIE': 0.123}"
1630551,Justin Champagnie,1610612764,WAS,23.0,15,234.83833333333334,89,53,19,1630551,Justin,Champagnie,Justin Champagnie,"Champagnie, Justin",J. Champagnie,justin-champagnie,2001-06-29T00:00:00,Pittsburgh,USA,Pittsburgh/USA,6-6,206,3,9,Guard-Forward,Active,Y,1610612764,Wizards,WAS,wizards,Washington,justin_champagnie,2021,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 1630551, 'PLAYER_NAME': 'Justin Champagnie', 'TimeFrame': '2024-25', 'PTS': 7.8, 'AST': 0.9, 'REB': 5.0, 'PIE': 0.1}"
203200,Justin Holiday,1610612743,DEN,35.0,58,862.0133333333333,234,71,67,203200,Justin,Holiday,Justin Holiday,"Holiday, Justin",J. Holiday,justin-holiday,1989-04-05T00:00:00,Washington,USA,Washington/USA,6-6,180,12,9,Forward-Guard,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,justin_holiday,2012,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 203200, 'PLAYER_NAME': 'Justin Holiday', 'TimeFrame': 'career', 'PTS': 8.0, 'AST': 1.4, 'REB': 2.7, 'ALL_STAR_APPEARANCES': 0}"
1628382,Justin Jackson,1610612750,MIN,29.0,2,0.7,0,0,0,1628382,Justin,Jackson,Justin Jackson,"Jackson, Justin",J. Jackson,justin-jackson,1995-03-28T00:00:00,North Carolina,USA,North Carolina/USA,6-8,220,7,,Forward,Inactive,N,0,,,,,justin_jackson,2017,2023,Y,Y,Y,2017,1,15,N,"{'PLAYER_ID': 1628382, 'PLAYER_NAME': 'Justin Jackson', 'TimeFrame': 'career', 'PTS': 6.0, 'AST': 1.0, 'REB': 2.3, 'ALL_STAR_APPEARANCES': 0}"
1631303,Justin Minaya,1610612757,POR,25.0,34,380.98333333333335,61,56,21,1631303,Justin,Minaya,Justin Minaya,"Minaya, Justin",J. Minaya,justin-minaya,1999-03-26T00:00:00,Providence,USA,Providence/USA,6-5,205,2,10,Forward,Active,Y,1610612757,Trail Blazers,POR,blazers,Portland,justin_minaya,2022,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 1631303, 'PLAYER_NAME': 'Justin Minaya', 'TimeFrame': '2024-25', 'PTS': 0.0, 'AST': 0.3, 'REB': 0.4, 'PIE': 0.0}"
203994,Jusuf Nurkić,1610612756,PHX,29.0,76,2078.035,829,837,301,203994,Jusuf,Nurkić,Jusuf Nurkić,"Nurkić, Jusuf",J. Nurkić,jusuf-nurkić,1994-08-23T00:00:00,Cedevita,Bosnia and Herzegovina,Cedevita/Bosnia and Herzegovina,7-0,290,10,11,Center,Active,Y,1610612766,Hornets,CHA,hornets,Charlotte,jusuf_nurkic,2014,2024,N,Y,Y,2014,1,16,N,"{'PLAYER_ID': 203994, 'PLAYER_NAME': 'Jusuf Nurkić', 'TimeFrame': '2024-25', 'PTS': 8.1, 'AST': 2.1, 'REB': 8.4, 'PIE': 0.108}"
1630231,KJ Martin,1610612755,PHI,23.0,60,746.495,224,131,51,1630231,KJ,Martin,KJ Martin,"Martin, KJ",K. Martin,kj-martin,2001-01-06T00:00:00,IMG Academy (FL),USA,IMG Academy (FL)/USA,6-6,215,4,99,Forward,Active,Y,1610612762,Jazz,UTA,jazz,Utah,kenyon_martin_jr,2020,2024,Y,Y,Y,2020,2,52,N,"{'PLAYER_ID': 1630231, 'PLAYER_NAME': 'KJ Martin', 'TimeFrame': '2024-25', 'PTS': 6.5, 'AST': 1.0, 'REB': 3.1, 'PIE': 0.062}"
1629232,Kaiser Gates,1610612740,NOP,27.0,1,7.433333333333334,0,1,0,1629232,Kaiser,Gates,Kaiser Gates,"Gates, Kaiser",K. Gates,kaiser-gates,1996-11-08T00:00:00,Xavier,USA,Xavier/USA,6-7,225,1,,Forward,Inactive,N,0,,,,,kaiser_gates,2023,2023,Y,Y,Y,2018,,,N,"{'PLAYER_ID': 1629232, 'PLAYER_NAME': 'Kaiser Gates', 'TimeFrame': 'career', 'PTS': 0.0, 'AST': 0.0, 'REB': 1.0, 'ALL_STAR_APPEARANCES': 0}"
1626157,Karl-Anthony Towns,1610612750,MIN,28.0,62,2025.565,1349,515,189,1626157,Karl-Anthony,Towns,Karl-Anthony Towns,"Towns, Karl-Anthony",K. Towns,karl-anthony-towns,1995-11-15T00:00:00,Kentucky,USA,Kentucky/USA,7-0,248,9,32,Center-Forward,Active,Y,1610612752,Knicks,NYK,knicks,New York,karl-anthony_towns,2015,2024,N,Y,Y,2015,1,1,N,"{'PLAYER_ID': 1626157, 'PLAYER_NAME': 'Karl-Anthony Towns', 'TimeFrame': '2024-25', 'PTS': 24.3, 'AST': 3.1, 'REB': 13.1, 'PIE': 0.162}"
202695,Kawhi Leonard,1610612746,LAC,33.0,68,2330.04,1613,416,244,202695,Kawhi,Leonard,Kawhi Leonard,"Leonard, Kawhi",K. Leonard,kawhi-leonard,1991-06-29T00:00:00,San Diego State,USA,San Diego State/USA,6-7,225,12,2,Forward,Active,Y,1610612746,Clippers,LAC,clippers,LA,kawhi_leonard,2011,2024,N,Y,Y,2011,1,15,Y,"{'PLAYER_ID': 202695, 'PLAYER_NAME': 'Kawhi Leonard', 'TimeFrame': '2024-25', 'PTS': 19.0, 'AST': 2.9, 'REB': 5.2, 'PIE': 0.116}"
1631099,Keegan Murray,1610612758,SAC,23.0,77,2588.5666666666666,1172,420,129,1631099,Keegan,Murray,Keegan Murray,"Murray, Keegan",K. Murray,keegan-murray,2000-08-19T00:00:00,Iowa,USA,Iowa/USA,6-8,225,2,13,Forward,Active,Y,1610612758,Kings,SAC,kings,Sacramento,keegan_murray,2022,2024,N,Y,Y,2022,1,4,N,"{'PLAYER_ID': 1631099, 'PLAYER_NAME': 'Keegan Murray', 'TimeFrame': '2024-25', 'PTS': 12.3, 'AST': 1.4, 'REB': 6.7, 'PIE': 0.073}"
1628966,Keita Bates-Diop,1610612751,BKN,28.0,53,664.59,197,110,38,1628966,Keita,Bates-Diop,Keita Bates-Diop,"Bates-Diop, Keita",K. Bates-Diop,keita-bates-diop,1996-01-23T00:00:00,Ohio State,USA,Ohio State/USA,6-8,229,7,13,Forward,Inactive,Y,1610612751,Nets,BKN,nets,Brooklyn,keita_bates-diop,2018,2023,Y,Y,Y,2018,2,48,N,"{'PLAYER_ID': 1628966, 'PLAYER_NAME': 'Keita Bates-Diop', 'TimeFrame': 'career', 'PTS': 6.0, 'AST': 0.9, 'REB': 3.0, 'ALL_STAR_APPEARANCES': 0}"
1629640,Keldon Johnson,1610612759,SAS,24.0,69,2038.3616666666667,1084,377,195,1629640,Keldon,Johnson,Keldon Johnson,"Johnson, Keldon",K. Johnson,keldon-johnson,1999-10-11T00:00:00,Kentucky,USA,Kentucky/USA,6-5,220,5,0,Forward-Guard,Active,Y,1610612759,Spurs,SAS,spurs,San Antonio,keldon_johnson,2019,2024,Y,Y,Y,2019,1,29,N,"{'PLAYER_ID': 1629640, 'PLAYER_NAME': 'Keldon Johnson', 'TimeFrame': '2024-25', 'PTS': 12.6, 'AST': 1.5, 'REB': 4.6, 'PIE': 0.102}"
203482,Kelly Olynyk,1610612761,TOR,33.0,78,1758.73,762,411,347,203482,Kelly,Olynyk,Kelly Olynyk,"Olynyk, Kelly",K. Olynyk,kelly-olynyk,1991-04-19T00:00:00,Gonzaga,Canada,Gonzaga/Canada,6-11,240,11,13,Forward-Center,Active,Y,1610612740,Pelicans,NOP,pelicans,New Orleans,kelly_olynyk,2013,2024,N,Y,Y,2013,1,13,N,"{'PLAYER_ID': 203482, 'PLAYER_NAME': 'Kelly Olynyk', 'TimeFrame': '2024-25', 'PTS': 8.1, 'AST': 2.8, 'REB': 4.7, 'PIE': 0.099}"
1626162,Kelly Oubre Jr.,1610612755,PHI,28.0,68,2055.32,1049,341,101,1626162,Kelly,Oubre Jr.,Kelly Oubre Jr.,"Oubre Jr., Kelly",K. Oubre Jr.,kelly-oubre-jr,1995-12-09T00:00:00,Kansas,USA,Kansas/USA,6-8,203,9,9,Forward-Guard,Active,Y,1610612755,76ers,PHI,sixers,Philadelphia,kelly_oubre_jr,2015,2024,N,Y,Y,2015,1,15,N,"{'PLAYER_ID': 1626162, 'PLAYER_NAME': 'Kelly Oubre Jr.', 'TimeFrame': '2024-25', 'PTS': 15.1, 'AST': 1.8, 'REB': 6.1, 'PIE': 0.084}"
1631112,Kendall Brown,1610612754,IND,21.0,15,62.50833333333333,21,5,5,1631112,Kendall,Brown,Kendall Brown,"Brown, Kendall",K. Brown,kendall-brown,2003-05-11T00:00:00,Baylor,USA,Baylor/USA,6-7,205,3,10,Guard,Inactive,Y,1610612754,Pacers,IND,pacers,Indiana,kendall_brown,2022,2023,Y,Y,Y,2022,2,48,N,"{'PLAYER_ID': 1631112, 'PLAYER_NAME': 'Kendall Brown', 'TimeFrame': 'career', 'PTS': 1.4, 'AST': 0.4, 'REB': 0.5, 'ALL_STAR_APPEARANCES': 0}"
1631254,Kenneth Lofton Jr.,1610612762,UTA,21.0,21,198.30166666666668,96,38,33,1631254,Kenneth,Lofton Jr.,Kenneth Lofton Jr.,"Lofton Jr., Kenneth",K. Lofton Jr.,kenneth-lofton-jr,2002-08-14T00:00:00,Louisiana Tech,USA,Louisiana Tech/USA,6-6,275,3,35,Forward,Inactive,Y,1610612762,Jazz,UTA,jazz,Utah,kenneth_lofton_jr,2022,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 1631254, 'PLAYER_NAME': 'Kenneth Lofton Jr.', 'TimeFrame': 'career', 'PTS': 4.8, 'AST': 1.2, 'REB': 2.0, 'ALL_STAR_APPEARANCES': 0}"
1629026,Kenrich Williams,1610612760,OKC,29.0,69,1029.0066666666667,325,209,93,1629026,Kenrich,Williams,Kenrich Williams,"Williams, Kenrich",K. Williams,kenrich-williams,1994-12-02T00:00:00,TCU,USA,TCU/USA,6-6,210,6,34,Guard-Forward,Active,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,kenrich_williams,2018,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 1629026, 'PLAYER_NAME': 'Kenrich Williams', 'TimeFrame': '2024-25', 'PTS': 5.7, 'AST': 1.2, 'REB': 3.3, 'PIE': 0.093}"
203484,Kentavious Caldwell-Pope,1610612743,DEN,31.0,76,2401.7566666666667,766,183,183,203484,Kentavious,Caldwell-Pope,Kentavious Caldwell-Pope,"Caldwell-Pope, Kentavious",K. Caldwell-Pope,kentavious-caldwell-pope,1993-02-18T00:00:00,Georgia,USA,Georgia/USA,6-5,204,11,3,Guard,Active,Y,1610612753,Magic,ORL,magic,Orlando,kentavious_caldwell-pope,2013,2024,N,Y,Y,2013,1,8,N,"{'PLAYER_ID': 203484, 'PLAYER_NAME': 'Kentavious Caldwell-Pope', 'TimeFrame': '2024-25', 'PTS': 8.7, 'AST': 1.8, 'REB': 2.1, 'PIE': 0.06}"
1631165,Keon Ellis,1610612758,SAC,24.0,57,978.485,310,124,85,1631165,Keon,Ellis,Keon Ellis,"Ellis, Keon",K. Ellis,keon-ellis,2000-01-08T00:00:00,Alabama,USA,Alabama/USA,6-4,175,2,23,Guard,Active,Y,1610612758,Kings,SAC,kings,Sacramento,keon_ellis,2022,2024,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 1631165, 'PLAYER_NAME': 'Keon Ellis', 'TimeFrame': '2024-25', 'PTS': 8.2, 'AST': 1.3, 'REB': 2.5, 'PIE': 0.075}"
1630553,Keon Johnson,1610612751,BKN,22.0,5,61.401666666666664,31,7,3,1630553,Keon,Johnson,Keon Johnson,"Johnson, Keon",K. Johnson,keon-johnson,2002-03-10T00:00:00,Tennessee,USA,Tennessee/USA,6-5,185,3,45,Guard,Active,Y,1610612751,Nets,BKN,nets,Brooklyn,keon_johnson,2021,2024,Y,Y,Y,2021,1,21,N,"{'PLAYER_ID': 1630553, 'PLAYER_NAME': 'Keon Johnson', 'TimeFrame': '2024-25', 'PTS': 10.2, 'AST': 2.0, 'REB': 3.8, 'PIE': 0.067}"
1630556,Kessler Edwards,1610612758,SAC,23.0,54,274.7416666666667,93,42,15,1630556,Kessler,Edwards,Kessler Edwards,"Edwards, Kessler",K. Edwards,kessler-edwards,2000-08-09T00:00:00,Pepperdine,USA,Pepperdine/USA,6-7,203,3,20,Forward,Active,Y,1610612742,Mavericks,DAL,mavericks,Dallas,kessler_edwards,2021,2024,Y,Y,Y,2021,2,44,N,"{'PLAYER_ID': 1630556, 'PLAYER_NAME': 'Kessler Edwards', 'TimeFrame': '2024-25', 'PTS': 4.2, 'AST': 1.1, 'REB': 2.9, 'PIE': 0.069}"
201142,Kevin Durant,1610612756,PHX,35.0,75,2790.6366666666668,2032,495,378,201142,Kevin,Durant,Kevin Durant,"Durant, Kevin",K. Durant,kevin-durant,1988-09-29T00:00:00,Texas,USA,Texas/USA,6-11,240,16,35,Forward,Active,Y,1610612756,Suns,PHX,suns,Phoenix,kevin_durant,2007,2024,N,Y,Y,2007,1,2,Y,"{'PLAYER_ID': 201142, 'PLAYER_NAME': 'Kevin Durant', 'TimeFrame': '2024-25', 'PTS': 26.6, 'AST': 4.3, 'REB': 6.2, 'PIE': 0.14}"
1628989,Kevin Huerter,1610612758,SAC,25.0,64,1562.2266666666667,655,224,166,1628989,Kevin,Huerter,Kevin Huerter,"Huerter, Kevin",K. Huerter,kevin-huerter,1998-08-27T00:00:00,Maryland,USA,Maryland/USA,6-7,198,6,13,Guard-Forward,Active,Y,1610612741,Bulls,CHI,bulls,Chicago,kevin_huerter,2018,2024,N,Y,Y,2018,1,19,N,"{'PLAYER_ID': 1628989, 'PLAYER_NAME': 'Kevin Huerter', 'TimeFrame': '2024-25', 'PTS': 8.7, 'AST': 1.9, 'REB': 2.9, 'PIE': 0.067}"
1628995,Kevin Knox II,1610612765,DET,24.0,31,560.2333333333333,223,75,23,1628995,Kevin,Knox II,Kevin Knox II,"Knox II, Kevin",K. Knox II,kevin-knox-ii,1999-08-11T00:00:00,Kentucky,USA,Kentucky/USA,6-8,215,6,,Forward,Inactive,Y,0,,,,,kevin_knox,2018,2024,Y,Y,Y,2018,1,9,N,"{'PLAYER_ID': 1628995, 'PLAYER_NAME': 'Kevin Knox II', 'TimeFrame': '2024-25', 'PTS': 4.0, 'AST': 0.6, 'REB': 1.6, 'PIE': 0.121}"
201567,Kevin Love,1610612748,MIA,35.0,55,924.2633333333333,485,338,115,201567,Kevin,Love,Kevin Love,"Love, Kevin",K. Love,kevin-love,1988-09-07T00:00:00,UCLA,USA,UCLA/USA,6-8,251,16,42,Forward-Center,Active,Y,1610612748,Heat,MIA,heat,Miami,kevin_love,2008,2024,N,Y,Y,2008,1,5,N,"{'PLAYER_ID': 201567, 'PLAYER_NAME': 'Kevin Love', 'TimeFrame': '2024-25', 'PTS': 5.5, 'AST': 1.0, 'REB': 4.3, 'PIE': 0.113}"
1630284,Kevon Harris,1610612753,ORL,27.0,2,6.05,4,2,1,1630284,Kevon,Harris,Kevon Harris,"Harris, Kevon",K. Harris,kevon-harris,1997-06-24T00:00:00,Stephen F. Austin,USA,Stephen F. Austin/USA,6-5,216,3,8,Guard,Inactive,Y,1610612753,Magic,ORL,magic,Orlando,kevon_harris,2022,2023,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,"{'PLAYER_ID': 1630284, 'PLAYER_NAME': 'Kevon Harris', 'TimeFrame': 'career', 'PTS': 4.0, 'AST': 0.5, 'REB': 2.0, 'ALL_STAR_APPEARANCES': 0}"
1626172,Kevon Looney,1610612744,GSW,28.0,74,1194.4283333333333,334,419,133,1626172,Kevon,Looney,Kevon Looney,"Looney, Kevon",K. Looney,kevon-looney,1996-02-06T00:00:00,UCLA,USA,UCLA/USA,6-9,222,9,5,Forward,Active,Y,1610612744,Warriors,GSW,warriors,Golden State,kevon_looney,2015,2024,Y,Y,Y,2015,1,30,N,"{'PLAYER_ID': 1626172, 'PLAYER_NAME': 'Kevon Looney', 'TimeFrame': '2024-25', 'PTS': 4.9, 'AST': 1.7, 'REB': 6.5, 'PIE': 0.116}"
1641749,Keyontae Johnson,1610612760,OKC,24.0,9,66.2,11,10,4,1641749,Keyontae,Johnson,Keyontae Johnson,"Johnson, Keyontae",K. Johnson,keyontae-johnson,2000-05-24T00:00:00,Kansas State,USA,Kansas State/USA,6-4,230,2,18,Forward,Inactive,Y,1610612760,Thunder,OKC,thunder,Oklahoma City,keyontae_johnson,2023,2023,Y,Y,Y,2023,2,50,N,"{'PLAYER_ID': 1641749, 'PLAYER_NAME': 'Keyontae Johnson', 'TimeFrame': 'career', 'PTS': 1.2, 'AST': 0.4, 'REB': 1.1, 'ALL_STAR_APPEARANCES': 0}"
1641718,Keyonte George,1610612762,UTA,20.0,75,2022.5766666666666,974,211,332,1641718,Keyonte,George,Keyonte George,"George, Keyonte",K. George,keyonte-george,2003-11-08T00:00:00,Baylor,USA,Baylor/USA,6-4,185,1,3,Guard,Active,Y,1610612762,Jazz,UTA,jazz,Utah,keyonte_george,2023,2024,N,Y,Y,2023,1,16,N,"{'PLAYER_ID': 1641718, 'PLAYER_NAME': 'Keyonte George', 'TimeFrame': '2024-25', 'PTS': 16.8, 'AST': 5.9, 'REB': 3.8, 'PIE': 0.095}"
203114,Khris Middleton,1610612749,MIL,32.0,55,1487.27,828,257,292,203114,Khris,Middleton,Khris Middleton,"Middleton, Khris",K. Middleton,khris-middleton,1991-08-12T00:00:00,Texas A&M,USA,Texas A&M/USA,6-7,222,12,32,Forward,Active,Y,1610612764,Wizards,WAS,wizards,Washington,khris_middleton,2012,2024,Y,Y,Y,2012,2,39,N,"{'PLAYER_ID': 203114, 'PLAYER_NAME': 'Khris Middleton', 'TimeFrame': '2024-25', 'PTS': 12.4, 'AST': 4.3, 'REB': 3.9, 'PIE': 0.119}"
1630165,Killian Hayes,1610612765,DET,22.0,42,1007.6583333333333,289,119,205,1630165,Killian,Hayes,Killian Hayes,"Hayes, Killian",K. Hayes,killian-hayes,2001-07-27T00:00:00,Ratiopharm Ulm,France,Ratiopharm Ulm/France,6-5,195,4,,Guard,Inactive,Y,0,,,,,killian_hayes,2020,2024,Y,Y,Y,2020,1,7,N,"{'PLAYER_ID': 1630165, 'PLAYER_NAME': 'Killian Hayes', 'TimeFrame': '2024-25', 'PTS': 9.0, 'AST': 5.2, 'REB': 3.0, 'PIE': 0.085}"
1630184,Kira Lewis Jr.,1610612762,UTA,23.0,28,264.2366666666667,89,26,37,1630184,Kira,Lewis Jr.,Kira Lewis Jr.,"Lewis Jr., Kira",K. Lewis Jr.,kira-lewis-jr,2001-04-06T00:00:00,Alabama,USA,Alabama/USA,6-1,170,5,13,Guard,Inactive,Y,1610612762,Jazz,UTA,jazz,Utah,kira_lewis_jr,2020,2023,Y,Y,Y,2020,1,13,N,"{'PLAYER_ID': 1630184, 'PLAYER_NAME': 'Kira Lewis Jr.', 'TimeFrame': 'career', 'PTS': 5.2, 'AST': 1.8, 'REB': 1.3, 'ALL_STAR_APPEARANCES': 0}"
